picture,year,longitude,latitude,building,source
5900.jpg,1905,2.34° E,48.86° N, A building in Paris with a dome and a clock,Gemini
5901.jpg,1898,2.35° E,48.85° N, Cast-iron building in Paris,Gemini
5902.jpg,1902,16.3724° E,48.2087° N,Secession Building  ,Gemini
5903.jpg,1914,3.72° W,40.44° N,Mausoleum in the Cemetery of  San Isidro ,Gemini
5904.jpg,1900,2.35° E,48.86° N,Hector Guimard House,Gemini
5905.jpg,1890,2.34° E,48.86° N,Parisian Building on Rue de Rivoli,Gemini
5906.jpg,1898,2.3522° E,48.8608° N,Building with a clock tower,Gemini
5907.jpg,1898,2.35° E,48.86° N, Building in Paris,Gemini
5908.jpg,1900,2.35° E,48.86° N,Building with architectural detail,Gemini
5909.jpg,1900,2.35° E,48.85° N, Parisian building with balconies and ornate details. ,Gemini
5910.jpg,1900,3.70° W,40.42° N,"Edificio de la Equitativa, Madrid",Gemini
5911.jpg,1900,2.35° E,48.85° N,Art Nouveau building in Paris,Gemini
5912.jpg,1900,2.35° E,48.85° N, Art Nouveau building in Paris ,Gemini
5913.jpg,1905,13.73° E,52.51° N,Leipzig City Hall,Gemini
5914.jpg,1900,8.65° E,49.99° N,Building with ornate facade,Gemini
5915.jpg,1900,-1.57° W,46.21° N,Art Nouveau building in La Rochelle,Gemini
5916.jpg,1890,6.14° E,49.61° N,Old fire station in Luxembourg city ,Gemini
5917.jpg,1890,6.13° E,49.61° N,Historical Building with Arches  ,Gemini
5918.jpg,1900,2.35° E,48.86° N,Art Nouveau building in Paris,Gemini
5919.jpg,1910,7.62° E,50.72° N,Public baths building in Koblenz,Gemini
5920.jpg,1906,2.1733° E,41.3881° N,"Casa Batlló, Barcelona, Spain",Gemini
5921.jpg,1906,8.67° E,50.11° N,Städtische Badeanstalt Neptunbad,Gemini
5922.jpg,1909,24.107° E,56.951° N,Art Nouveau building in Riga,Gemini
5923.jpg,1900,3°42.04° W,40°25.06° N,Building on Calle de Serrano in Madrid,Gemini
5924.jpg,1905,13.74° E,52.51° N,City Hall of Dresden,Gemini
5925.jpg,1903,24.14° E,59.43° N,"Art Nouveau architecture in Riga, Latvia.",Gemini
5926.jpg,1904,2.1730° E,41.3841° N,Casa Batlló by Antoni Gaudí,Gemini
5927.jpg,1903,24.105° E,56.948° N,Art Nouveau building in Riga,Gemini
5928.jpg,1900,24.11° E,56.94° N, Art Nouveau building in Riga,Gemini
5929.jpg,1904,24.94° E,59.44° N,Building with cats on the roof ,Gemini
5930.jpg,1911,16.36° E,48.20° N,Döblinger Steg Bridge,Gemini
5931.jpg,1900,24.14° E,56.94° N,"Yellow building in Riga, Latvia",Gemini
5932.jpg,1896,19.05° E,47.49° N,Hungarian Museum of Applied Arts,Gemini
5933.jpg,1900,14.42° E,50.07° N,Old Town Hall Tower,Gemini
5934.jpg,1914,13.40° E,52.51° N,WMF Building Berlin,Gemini
5935.jpg,1904,13.04° E,48.19° N,Secessionist villa in Vienna,Gemini
5936.jpg,1900,3.71° W,40.42° N, Edificio de la Unión y el Fénix ,Gemini
5937.jpg,1908,24.1081° E,56.9466° N,Art Nouveau building in Riga,Gemini
5938.jpg,1899,4.35° E,50.85° N,Old England department store,Gemini
5939.jpg,1903,24.1022° E,56.9503° N,Art Nouveau building in Riga,Gemini
5940.jpg,1902,30.52° E,50.44° N, Art Nouveau building in Kyiv,Gemini
5941.jpg,1903,24.105° E,56.949° N,Art Nouveau building in Riga,Gemini
5942.jpg,1903,30.52° E,50.44° N,"Art Nouveau building in Lviv, Ukraine",Gemini
5943.jpg,1903,24.1039° E,56.9508° N,Art Nouveau building in Riga,Gemini
5944.jpg,1900,2.35° E,48.86° N,Art Nouveau building in Paris,Gemini
5945.jpg,1903,24.11° E,56.95° N,Art Nouveau building in Riga,Gemini
5946.jpg,1903,24.1079° E,56.9525° N,"Art Nouveau building in Riga, Latvia",Gemini
5947.jpg,1903,24.1052° E,56.9500° N,Art Nouveau building in Riga,Gemini
5948.jpg,1900,2.34° E,48.87° N, Art Nouveau villa in Paris,Gemini
5949.jpg,1900,21.00° E,50.06° N, Yellow building with balconies,Gemini
5950.jpg,1900,2.35° E,48.85° N,Art Nouveau building in Paris,Gemini
5951.jpg,1900,2.35° E,48.85° N,Art Nouveau building in Paris.,Gemini
5952.jpg,1902,2.35° E,48.86° N, House in the style of Art Nouveau.,Gemini
5953.jpg,1900,4.35° E,50.85° N,Art Nouveau balcony in Brussels,Gemini
5954.jpg,1900,2.35° E,48.85° N,Art Nouveau Building in Paris,Gemini
5955.jpg,1903,24.105° E,56.948° N,"Art Nouveau building in Riga, Latvia",Gemini
5956.jpg,1900,2.35° E,48.86° N,The Villa Majorelle,Gemini
5957.jpg,1900,5.99° E,48.86° N,Stone building in France.,Gemini
5958.jpg,1900,2.35° E,48.85° N,Art Nouveau building in Paris,Gemini
5959.jpg,1888,14.42° E,50.08° N,Pink building in Prague,Gemini
5960.jpg,1902,2.36° E,48.85° N,Maison Coilliot  ,Gemini
5961.jpg,1902,2.35° E,48.86° N,The Pagoda in Parc de Bagatelle,Gemini
5962.jpg,1905,4.35° E,50.85° N,Art Nouveau building in Brussels,Gemini
5963.jpg,1902,8.41° E,48.98° N,The Wedding Cake House ,Gemini
5964.jpg,1905,14.42° E,50.07° N,Art Nouveau building in Prague,Gemini
5965.jpg,1914,13.40° E,52.51° N, WMF House building in Berlin,Gemini
5966.jpg,1911,8.40° E,48.98° N,Art Deco building in Germany,Gemini
5967.jpg,1903,24.1052° E,56.9474° N,Art Nouveau building in Riga,Gemini
5968.jpg,1895,8.54° E,48.98° N,Brick church with a tall spire,Gemini
5969.jpg,1906,16.37000° E,48.20000° N,Secessionist building in Vienna ,Gemini
5970.jpg,1898,8.52° E,48.99° N," Church in Karlsruhe, Germany.",Gemini
5971.jpg,1900,3.70° W,40.42° N,"Building at Gran Via, Madrid",Gemini
5972.jpg,1903,24.103° E,56.951° N,Art Nouveau building in Riga.,Gemini
5973.jpg,1905,8.65° E,50.11° N, Building with an archway,Gemini
5974.jpg,1900,7.10° E,51.23° N,Building with arched passageway,Gemini
5975.jpg,1904,19.04° E,50.06° N, Old School Building  ,Gemini
5976.jpg,1900,6.95° E,50.94° N, Building with a decorated facade,Gemini
5977.jpg,1900,19.04° E,47.49° N,Art Nouveau building in Budapest. ,Gemini
5978.jpg,1906,2.1731° E,41.3888° N,"Casa Batlló, Barcelona, Spain",Gemini
5979.jpg,1906,19.045° E,47.497° N, Budapest's Four Seasons Hotel Gresham Palace,Gemini
5980.jpg,1906,2.1735° E,41.3887° N,Casa Batlló,Gemini
5981.jpg,1906,19.05° E,47.49° N,The New York Palace Hotel,Gemini
5982.jpg,1906,19.05° E,47.49° N,The New York Palace,Gemini
5983.jpg,1906,30.52° E,50.45° N,House with lions  ,Gemini
5984.jpg,1917,3°42.6° W,40.43° N," Entrance to the Retiro Park, Madrid",Gemini
5985.jpg,1906,19.05° E,47.49° N, The Hungarian Parliament Building. ,Gemini
5986.jpg,1906,14.42° E,50.08° N,Grand Hotel Europa ,Gemini
5987.jpg,1906,19.05° E,47.50° N,The Gresham Palace Hotel,Gemini
5988.jpg,1897,21.04° E,52.23° N, The Old Trade School in Warsaw.,Gemini
5989.jpg,1908,19.04° E,47.49° N, The Hungarian House of Parliament,Gemini
5990.jpg,1896,19.05° E,47.49° N,The Hungarian State Opera House,Gemini
5991.jpg,1901,19.04° E,47.49° N,Blind and Deaf Institute Building,Gemini
5992.jpg,1901,9.19° E,45.47° N,"Casa Galimberti, Milan, Italy",Gemini
5993.jpg,1897,19.04° E,47.49° N, Budapest Music Academy  ,Gemini
5994.jpg,1900,0.5° E,48.8° N,Pharmacy in France with art nouveau style.,Gemini
5995.jpg,1903,24.9426° E,59.4333° N,Art Nouveau buildings in Riga,Gemini
5996.jpg,1895,19.04° E,47.11° N, National Theatre of Novi Sad,Gemini
5997.jpg,1910,96.80° W,32.78° N,A white two-story house with a porch,Gemini
5998.jpg,1920,84.39° W,33.78° N,Two-story house with porch ,Gemini
5999.jpg,2000,84.39° W,35.22° N,Two-story house with porch,Gemini
6000.jpg,1880,79.04° W,36.57° N,Brick house with porch ,Gemini
6001.jpg,1930,71.25° W,45.68° N,Stone house with red roof,Gemini
6002.jpg,1900,72.23° W,43.12° N,Two story residential building,Gemini
6003.jpg,1900,28.86° E,48.46° N,"Art Nouveau building in Lviv, Ukraine.",Gemini
6004.jpg,1899,4.35° E,50.85° N,"Old England Building, Brussels",Gemini
6005.jpg,1903,24.103° E,56.949° N,Art Nouveau building in Riga,Gemini
6006.jpg,1900,24.94° E,60.17° N, Red brick building with towers,Gemini
6007.jpg,1890,18.066° E,60.171° N,The Helsinki Music Centre,Gemini
6008.jpg,1900,24.95° E,60.17° N,Apartment building with tower,Gemini
6009.jpg,1903,24.10° E,56.95° N,Art Nouveau building in Riga,Gemini
6010.jpg,1903,3.70° W,40.42° N,Edificio Metrópolis,Gemini
6011.jpg,1900,13.41° E,52.51° N,Yellow brick apartment building,Gemini
6012.jpg,1890,19.93° E,50.06° N,Hotel Polonia building in Krakow,Gemini
6013.jpg,1903,24.1049° E,56.9496° N,Art Nouveau building in Riga,Gemini
6014.jpg,1898,13.40° E,52.51° N,Old Berlin brewery building,Gemini
6015.jpg,1900,13.00° E,52.51° N, Old public bath house,Gemini
6016.jpg,1900,3°42.35° W,40.418° N,Brick building with arched entrance. ,Gemini
6017.jpg,1905,13.40° E,52.51° N,Building on Berlin street,Gemini
6018.jpg,1908,13.40° E,52.51° N,Berlin School Building,Gemini
6019.jpg,1906,2.1725° E,41.3908° N,Casa Milà ,Gemini
6020.jpg,1900,8.54° E,49.01° N,Hotel Kaiserhof ,Gemini
6021.jpg,1900,8.40° E,49.01° N,Historic building with a balcony,Gemini
6022.jpg,1900,24.14° E,56.94° N,"Art Nouveau Building in Riga, Latvia",Gemini
6023.jpg,1886,18.07° E,47.12° N,Hungarian National Theatre  ,Gemini
6024.jpg,1900,7.62° E,50.75° N,Hotel Kaiserhof  ,Gemini
6025.jpg,1900,13.00° E,52.50° N,Brick building with balconies and arched windows,Gemini
6026.jpg,1890,10.03° E,53.55° N,Corner building with ornate facade,Gemini
6027.jpg,1906,2.1723° E,41.3885° N,Casa Milà (Barcelona),Gemini
6028.jpg,1890,13.00° E,51.00° N, Late 19th-century villa,Gemini
6029.jpg,1904,3°42.20° E,40.42.46° N,Casa Calvet,Gemini
6030.jpg,1908,13.04° E,51.04° N,The spa building in Bad Elster,Gemini
6031.jpg,1903,24.1020° E,56.9472° N,"Art Nouveau building in Riga, Latvia. ",Gemini
6032.jpg,1900,13.00° E,52.00° N, Corner building with balcony,Gemini
6033.jpg,1884,19.05° E,47.17° N, Budapest Vigadó Concert Hall,Gemini
6034.jpg,1910,9.5° E,51.0° N,Two-story house with a stone foundation. ,Gemini
6035.jpg,1905,13.00° E,52.40° N,Der Kardhauschor building,Gemini
6036.jpg,1900,29.00° E,41.00° N, A building in Istanbul,Gemini
6037.jpg,1900,13.04° E,52.41° N,Corner building in Germany,Gemini
6038.jpg,1900,23.94° E,49.84° N, Three-story building with a turret,Gemini
6039.jpg,1900,28.86° E,48.46° N, Art Nouveau building with balconies,Gemini
6040.jpg,1890,30.52° E,46.48° N,Old building in Odessa.,Gemini
6041.jpg,1900,3.70° W,40.42° N, House with intricate facade and balconies.,Gemini
6042.jpg,1906,4.35° E,51.22° N,The Frison House ,Gemini
6043.jpg,1904,19.04° E,48.21° N,Art Nouveau Building in Vienna,Gemini
6044.jpg,1874,19.0431° E,47.4970° N,Hungarian National Theatre,Gemini
6045.jpg,1900,2.351° E,48.858° N,Art Nouveau building in Paris,Gemini
6046.jpg,1900,24.03° E,49.84° N,Corner house with a tower,Gemini
6047.jpg,1908,23.88° E,49.84° N, Art Nouveau style building,Gemini
6048.jpg,1900,24.03° E,49.84° N," Building in Lviv, Ukraine",Gemini
6049.jpg,1903,24.1052° E,56.9499° N,Art Nouveau building in Riga,Gemini
6050.jpg,1900,24.03° E,49.84° N,Art Nouveau building in Lviv,Gemini
6051.jpg,1890,24.10° E,56.95° N, A three-story building in Latvia,Gemini
6052.jpg,1900,24.03° E,56.95° N, Art Nouveau Building in Riga,Gemini
6053.jpg,1903,30.52° E,50.44° N, Art Nouveau Building in Kyiv,Gemini
6054.jpg,1540,-8.64° W,41.14° N,Santa Casa da Misericórdia,Gemini
6055.jpg,1600,12.3387° E,45.4351° N,Palazzo Barbaro ,Gemini
6056.jpg,1886,42.65° E,43.21° N,The Church of St. Nicholas,Gemini
6057.jpg,1899,56.60° E,54.34° N,Drama theater in Chelyabinsk,Gemini
6058.jpg,2000,53.32° E,55.03° N,Church of St. Nicholas in Chelyabinsk ,Gemini
6059.jpg,1900,149.00° E,-34.00° S,Historic Building in Gundagai,Gemini
6060.jpg,1875,-1.65° W,48.39° N,City Hall of Saint-Malo,Gemini
6061.jpg,1888,43.15° E,42.68° N,Church of St. Panteleimon ,Gemini
6062.jpg,1629,15.08° E,37.32° N,Church of San Giuseppe in Ragusa Ibla. ,Gemini
6063.jpg,1930,73.985° W,40.748° N,Chrysler Building,Gemini
6064.jpg,1910,99.133° W,19.433° N,Palacio de Bellas Artes,Gemini
6065.jpg,1934,99.133° W,19.432° N,Palacio de Bellas Artes ,Gemini
6066.jpg,1967,97.52° W,36.14° N, Church of the  New Covenant  ,Gemini
6067.jpg,1936,151.12° E,-30.03° S,Renmark Hotel ,Gemini
6068.jpg,1928,9.99° E,53.55° N,Leder-Schüler building,Gemini
6069.jpg,1931,13.40° E,52.52° N, Former Reichspost building.,Gemini
6070.jpg,1930,100.00 ° W,40.00 ° N,Mercantile Building ,Gemini
6071.jpg,1930,151.15° E,-33.85° S,Robin Hood Hotel,Gemini
6072.jpg,1928,13.40° E,52.51° N,"The Haus Vaterland, Berlin, Germany",Gemini
6073.jpg,1928,13.40° E,52.52° N," The ""Haus Vaterland""  building ",Gemini
6074.jpg,1930,73.9855° W,40.7484° N,Chrysler Building ,Gemini
6075.jpg,1928,13.41° E,53.55° N,Chilehaus building,Gemini
6076.jpg,1931,73.56° W,45.51° N,The Montreal City Hall  ,Gemini
6077.jpg,1927,73.56° W,45.51° N,Fire station in Montreal,Gemini
6078.jpg,1931,19.93° E,50.06° N,Art Deco building in Warsaw,Gemini
6079.jpg,1910,10.003° E,53.551° N," The Chilehaus, Hamburg, Germany",Gemini
6080.jpg,1931,176.92° E,-39.51° S,Napier Art Deco Building ,Gemini
6081.jpg,1908,10.00° E,53.55° N,The Chilehaus ,Gemini
6082.jpg,1929,9.99° E,53.55° N,Sprinkenhof Building,Gemini
6083.jpg,1912,10.0° E,53.5° N,Town hall building  ,Gemini
6084.jpg,1928,9.99° E,53.55° N, Matthaes &amp;amp;amp; Hampicke building,Gemini
6085.jpg,1930,73.985° W,40.758° N,Chrysler Building ,Gemini
6086.jpg,1939,80.13° W,25.76° N,Art Deco building in Miami Beach,Gemini
6087.jpg,1930,151.20° E,-33.87° S,The Imperial Hotel  ,Gemini
6088.jpg,1911,13.40° E,55.68° N, The former department store Kaufhaus des Westens,Gemini
6089.jpg,1930,122.92° W,48.99° N,Art Deco Theater ,Gemini
6090.jpg,1930,73.98° W,40.75° N,Chrysler Building,Gemini
6091.jpg,1930,150.84° E,-33.75° S,Central Hotel building ,Gemini
6092.jpg,1930,174.765° E,-41.287° S,The Daily Telegraph Building ,Gemini
6093.jpg,1910,151.20° E,-33.87° S,Bank Hotel Building ,Gemini
6094.jpg,1932,104.88° E,11.55° N, Phnom Penh Central Market,Gemini
6095.jpg,1928,14.7° W,14.6° N,Dakar Railway Station,Gemini
6096.jpg,1930,106.63° E,10.77° N,"Railway station in Phnom Penh, Cambodia",Gemini
6097.jpg,1929,13.41° E,52.51° N,Babylon Cinema building,Gemini
6098.jpg,1932,104.91° E,11.55° N,Phnom Penh Railway Station,Gemini
6099.jpg,1930,4.47° E,51.21° N, Art Deco Building in Antwerp,Gemini
6100.jpg,1939,-118.12° W,49.22° N,The Clova Theatre,Gemini
6101.jpg,1930,88.34° E,22.58° N,"Art Deco Building in Kolkata, India.",Gemini
6102.jpg,1926,3.75° E,50.72° N,"Le Chiffon Rouge, Salle des Fetes de la Maison du Peuple",Gemini
6103.jpg,1930,80.13° W,25.76° N,Art Deco building in Miami Beach,Gemini
6104.jpg,1820,14.42° E,48.14° N,Historic Building in Vienna,Gemini
6105.jpg,1900,174.76° E,-41.29° S,New City Hotel building,Gemini
6106.jpg,1906,4.35° E,50.85° N,Art Nouveau building in Brussels,Gemini
6107.jpg,1960,13.39° E,52.51° N,Potsdamer Platz Railway Station,Gemini
6108.jpg,1937,4.35° E,50.85° N,The Provincial Palace of Liège,Gemini
6109.jpg,1920,3.37° E,51.05° N, Brick house with ivy walls,Gemini
6110.jpg,1920,3.24° E,50.63° N,Art Deco building with Maison du Peuple sign,Gemini
6111.jpg,1920,-4.65° W,48.37° N,Art Deco apartment building,Gemini
6112.jpg,1930,123.00° W,49.00° N,Art Deco movie theater,Gemini
6113.jpg,1920,-4.50° W,43.30° N,Building on the coast of Spain,Gemini
6114.jpg,1930,-9.13° W,38.72° N,Art Deco Building in Lisbon,Gemini
6115.jpg,1930,4.35° E,50.84° N,Art Deco Apartment Building,Gemini
6116.jpg,1930,147.16° E,-36.06° S,Railway Club Hotel,Gemini
6117.jpg,1930,174.76° E,41.29° S,Art Deco Apartments,Gemini
6118.jpg,1930,174.76° E,41.28° S,New City Hotel,Gemini
6119.jpg,1932,0.34° W,51.54° N,"Hoover Building, Perivale ",Gemini
6120.jpg,1931,4.35° E,50.84° N,Church of Saint-Job ,Gemini
6121.jpg,1931,4.35° E,50.63° N,Église Saint-Pierre d'Auderghem ,Gemini
6122.jpg,1905,4.58° E,50.86° N,Basilica of the Sacred Heart ,Gemini
6123.jpg,1930,75.71° W,45.42° N," Building in Ottawa, Canada",Gemini
6124.jpg,1905,4.44° E,50.88° N,"Basilica of the Sacred Heart, Koekelberg, Brussels",Gemini
6125.jpg,1905,4.36° E,50.87° N,Basilica of the Sacred Heart ,Gemini
6126.jpg,1905,4.36° E,50.87° N,Basilica of the Sacred Heart ,Gemini
6127.jpg,1904,4.42° E,51.22° N,Basilica of the Sacred Heart ,Gemini
6128.jpg,1910,99.133° W,19.432° N,Palacio de Bellas Artes ,Gemini
6129.jpg,1905,4.40° E,50.86° N,Basilica of the Sacred Heart of Jesus  ,Gemini
6130.jpg,1905,4.36° E,50.89° N,Basilica of the Sacred Heart ,Gemini
6131.jpg,1929,174.764° E,-36.848° S,Auckland Civic Theatre,Gemini
6132.jpg,1930,152.97° E,-29.15° S,Prince of Wales Hotel ,Gemini
6133.jpg,1935,174.76° E,-41.29° S,Art Deco building in New Zealand. ,Gemini
6134.jpg,1903,24.1020° E,56.9471° N,Art Nouveau building in Riga,Gemini
6135.jpg,1930,4.40° E,50.85° N, Former railway station building,Gemini
6136.jpg,1928,4.33° E,51.21° N,Brick building with green windows,Gemini
6137.jpg,1930,4.44° E,51.23° N,Art Deco building in Antwerp,Gemini
6138.jpg,1910,99.1333° W,19.4328° N,Palacio de Bellas Artes,Gemini
6139.jpg,1900,4.35° E,50.85° N,A white building with a round corner,Gemini
6140.jpg,1930,4.35° E,50.85° N,Art Deco building in Ghent,Gemini
6141.jpg,1930,71.54° W,-33.44° S,Art Deco building in Chile. ,Gemini
6142.jpg,1932,0.1° W,51.5° N, Art Deco Building  ,Gemini
6143.jpg,1929,80.1080° W,33.7536° N,The  Book Tower Building,Gemini
6144.jpg,1930,146.70° E,-35.80° S,Hotel Australia building,Gemini
6145.jpg,1932,0.124° W,51.497° N,Victoria Coach Station Building,Gemini
6146.jpg,1929,79.84° W,43.31° N,The Bay Building,Gemini
6147.jpg,1929,87.6298° W,41.8781° N,Chicago Board of Trade Building ,Gemini
6148.jpg,1930,26.1043° E,44.4369° N,Art Deco style building,Gemini
6149.jpg,1934,99.1333° W,19.4333° N,Palacio de Bellas Artes,Gemini
6150.jpg,1930,-1.80° W,52.45° N,Art Deco building,Gemini
6151.jpg,1929,84.30° W,33.75° N,Art Deco skyscraper,Gemini
6152.jpg,1930,2.99° W,53.41° N,Art Deco building with a clock tower,Gemini
6153.jpg,1937,0.12° W,51.51° N,The Jesus Centre building,Gemini
6154.jpg,1930,144.25° E,-37.45° S,Hotel Terminus building,Gemini
6155.jpg,1930,58.38° W,34.59° S,Art Deco building in Buenos Aires,Gemini
6156.jpg,1931,-2.94° W,53.48° N,The Plaza Cinema & Theatre School,Gemini
6157.jpg,1930,73.93° W,43.07° N, The Central Fire Station,Gemini
6158.jpg,1931,2.23° W,53.48° N,The Plaza Cinema,Gemini
6159.jpg,1910,99.133° W,19.432° N,Palacio de Bellas Artes (Palace of Fine Arts),Gemini
6160.jpg,1938,0.14° E,50.85° N,Art Deco building on the seafront,Gemini
6161.jpg,1935,0.54° E,50.87° N,Art Deco Building on the seafront,Gemini
6162.jpg,1930,72.85000 ° E,18.97000 ° N,Art Deco Building in Mumbai,Gemini
6163.jpg,1930,3.15° W,51.54° N,Art Deco style building in England,Gemini
6164.jpg,1930,3.78° W,51.89° N,A building with The Leggy Bar sign,Gemini
6165.jpg,1900,3.05° E,36.80° N,Old building in Algeria,Gemini
6166.jpg,1938,0.12° E,51.52° N,Athena Cinema  ,Gemini
6167.jpg,1937,-3.98° W,56.26° N,The Birks Cinema,Gemini
6168.jpg,1938,58.383° W,34.582° S, The building of the Faculty of Law of the University of Buenos Aires. ,Gemini
6169.jpg,1930,0.14° E,51.53° N,Dreamland Margate ,Gemini
6170.jpg,1930,174.75° E,-36.85° S,Art Deco house ,Gemini
6171.jpg,1938,-4.25° W,55.87° N,Art Deco cinema building.,Gemini
6172.jpg,1935,3.20° W,55.95° N,Art Deco Building in Edinburgh,Gemini
6173.jpg,1934,2.95° W,53.48° N,Art Deco building in Manchester ,Gemini
6174.jpg,1932,0.12° W,51.52° N, BBC Broadcasting House,Gemini
6175.jpg,1930,-6.36° W,54.61° N,Bank of Ireland Building,Gemini
6176.jpg,1937,0.13° W,51.51° N,Maybury Casino Building ,Gemini
6177.jpg,1930,-6.24° W,54.64° N,Bank of Ireland building,Gemini
6178.jpg,1930,-6.26° W,54.52° N,Bank of Ireland Building ,Gemini
6179.jpg,1900,146.51° E,35.76° S,Berrigan Hotel,Gemini
6180.jpg,1930,151.20500° E,-33.87000° S,Art Deco Building in Sydney,Gemini
6181.jpg,1934,99.133° W,19.427° N,Palacio de Bellas Artes,Gemini
6182.jpg,1960,79.38° W,43.65° N,GO Transit Station and Office Building,Gemini
6183.jpg,1939,65.21° W,32.92° S, The  Monument to the Fallen in the  Malvinas War,Gemini
6184.jpg,1912,146.88° E,35.33° S,Hotel Berrigan,Gemini
6185.jpg,1910,147.06° E,-35.85° S,Hotel Berrigan,Gemini
6186.jpg,1910,146.59° E,35.45° S,Berrigan Hotel Building,Gemini
6187.jpg,1930,151.15° E,-33.88° S,Charing Cross Hotel,Gemini
6188.jpg,1919,96.25° W,41.89° N, Cameron County Government Building.,Gemini
6189.jpg,1900,19.93° E,50.06° N," Building in Kraków, Poland.",Gemini
6190.jpg,1901,19.9368° E,50.0617° N,Bristol Hotel in Krakow,Gemini
6191.jpg,1900,24.1066° E,56.9515° N,"Art Nouveau building in Riga, Latvia",Gemini
6192.jpg,1900,13.40° E,52.52° N,Residential building in Berlin,Gemini
6193.jpg,1900,2.3522° E,48.8584° N,Art Nouveau building in Paris,Gemini
6194.jpg,1907,14.42° E,50.08° N,Municipal House in Prague,Gemini
6195.jpg,1900,3.704° W,40.419° N," Building in Madrid, Spain",Gemini
6196.jpg,1900,19.49° E,50.08° N,Art Nouveau Building in Prague,Gemini
6197.jpg,1906,2.1738° E,41.3884° N,"Casa Milà, Barcelona, Spain",Gemini
6198.jpg,1901,16.3720° E,48.2083° N, The Karlsplatz Stadtbahn Station in Vienna,Gemini
6199.jpg,1906,13.40° E,52.51° N,Hackesche Höfe,Gemini
6200.jpg,1930,24.75° E,56.95° N,"Building in Kaunas, Lithuania",Gemini
6201.jpg,1900,2.3522° E,48.8584° N,"Grand Palais, Paris, France",Gemini
6202.jpg,1910,16.37° E,48.21° N,Döblinger Steg bridge,Gemini
6203.jpg,1903,24.1050° E,56.9462° N,"Art Nouveau building in Riga, Latvia",Gemini
6204.jpg,1907,19.05° E,47.49° N,Art Nouveau Building in Budapest,Gemini
6205.jpg,1895,19.0482° E,47.4956° N,The National School of Applied Arts and Design,Gemini
6206.jpg,1928,80.08° W,40.44° N,The Union Trust Building,Gemini
6207.jpg,1930,144.37° E,-37.72° S,Royal Mail Hotel,Gemini
6208.jpg,1928,71.26° W,45.50° N, Sun Life Building,Gemini
6209.jpg,1920,143.97° E,-35.66° S,Royal Mail Hotel  ,Gemini
6210.jpg,1930,80.05° W,43.06° N,Art Deco government building,Gemini
6211.jpg,1900,32.85° E,40.98° N,Old building in Turkey,Gemini
6212.jpg,1920,143.96° E,-35.75° S, Tuppal Hotel Building,Gemini
6213.jpg,1930,118.24° W,34.05° N,Art Deco Office Building,Gemini
6214.jpg,1848,144.96° E,-37.80° S,Royal Hotel  Building,Gemini
6215.jpg,1938,77.04° W,12.04° S,Palacio de Justicia (Lima),Gemini
6216.jpg,1848,144.96° E,-37.80° S,"Royal Hotel, Melbourne, Australia",Gemini
6217.jpg,1900,145.92° E,-35.95° S,Brick building with a shop and a pub,Gemini
6218.jpg,1900,146.97° E,-36.03° S,The Commercial Hotel,Gemini
6219.jpg,1910,99.133° W,19.432° N,Palacio de Bellas Artes,Gemini
6220.jpg,1930,144.23° E,-37.72° S,Commercial Hotel building ,Gemini
6221.jpg,1929,83.05° W,42.34° N,The Parklane Hotel Building,Gemini
6222.jpg,1928,151.2093° E,-33.8708° S, The  Australasian  Insurance  Building ,Gemini
6223.jpg,1929,87.6298° W,41.8818° N,The Chicago Tribune Tower,Gemini
6224.jpg,1930,90.08° W,30.45° N, Building with green awnings,Gemini
6225.jpg,1930,58.38° W,34.58° S,Art Deco building in Buenos Aires,Gemini
6226.jpg,1930,144.18° E,-37.54° S,Commercial Hotel Building ,Gemini
6227.jpg,1938,104.82° W,39.74° N,Art Deco style house ,Gemini
6228.jpg,1920,97.75° W,41.69° N,Brick commercial building,Gemini
6229.jpg,1900,99.13° W,19.43° N,Palacio de Bellas Artes,Gemini
6230.jpg,1931,73.9857° W,40.7484° N, Empire State Building,Gemini
6231.jpg,1930,72.87° E,18.95° N,Art Deco Building in Mumbai,Gemini
6232.jpg,1930,144.23° E,-37.21° S,Commercial Hotel building,Gemini
6233.jpg,1930,143.87° E,-35.21° S,Loddon Valley Hotel,Gemini
6234.jpg,1929,113.52° W,53.54° N,World Trade Centre Edmonton,Gemini
6235.jpg,1929,101.83° W,34.02° N, The Plaza Hotel ,Gemini
6236.jpg,1937,80.13° W,25.77° N,Mc Alpin Hotel ,Gemini
6237.jpg,1920,106.02° W,35.08° N,Kimo Theatre,Gemini
6238.jpg,1929,73.97° W,40.76° N, The Sherry-Netherland Hotel,Gemini
6239.jpg,1927,106.04° W,35.09° N,"Kimo Theatre, Albuquerque, NM",Gemini
6240.jpg,1934,99.133° W,19.432° N,Palacio de Bellas Artes,Gemini
6241.jpg,1930,144.53° E,-36.18° S,Art Deco building,Gemini
6242.jpg,1938,103.90° W,40.22° N,Morgan County Courthouse,Gemini
6243.jpg,1930,99.3° W,45.9° N, The old courthouse building,Gemini
6244.jpg,1928,89.97° W,36.15° N, Old Kentucky Home Life Insurance Building.,Gemini
6245.jpg,1930,-4.15° W,50.43° N, Art Deco Bandstand,Gemini
6246.jpg,1929,97.51° W,36.14° N, First Presbyterian Church ,Gemini
6247.jpg,1930,89.50° W,36.10° N,S.E. Cooke Building ,Gemini
